,Symbol,Name,industry,Sector,MarketCap
1627,TWNK,"Hostess Brands, Inc.",Packaged Foods,Consumer Non-Durables,$1.65B
1628,TWNKW,"Hostess Brands, Inc.",Packaged Foods,Consumer Non-Durables,
1629,HOTH,"Hoth Therapeutics, Inc.",Major Pharmaceuticals,Health Care,$34.12M
1630,HMHC,Houghton Mifflin Harcourt Company,Books,Consumer Services,$275.57M
1631,HWCC,Houston Wire & Cable Company,Telecommunications Equipment,Consumer Non-Durables,$43.04M
1632,HOVNP,Hovnanian Enterprises Inc,Homebuilding,Capital Goods,
1633,HBMD,"Howard Bancorp, Inc.",Major Banks,Finance,$187.61M
1634,HTGM,"HTG Molecular Diagnostics, Inc.",Biotechnology: Laboratory Analytical Instruments,Capital Goods,$28.15M
1635,HTHT,Huazhu Group Limited,Hotels/Resorts,Consumer Services,$12.52B
1636,HUBG,"Hub Group, Inc.",Oil Refining/Marketing,Transportation,$1.85B
1637,HUSN,Hudson Capital Inc.,Professional Services,Consumer Services,$14.06M
1638,HEC,Hudson Executive Investment Corp.,Business Services,Finance,$402.41M
1639,HECCU,Hudson Executive Investment Corp.,Business Services,Finance,
1640,HECCW,Hudson Executive Investment Corp.,Business Services,Finance,
1641,HSON,"Hudson Global, Inc.",Professional Services,Technology,$26.23M
1642,HDSN,"Hudson Technologies, Inc.",Industrial Specialties,Consumer Durables,$50.34M
1643,HUIZ,Huize Holding Limited,Specialty Insurers,Finance,$462.71M
1644,HBAN,Huntington Bancshares Incorporated,Major Banks,Finance,$9.75B
1645,HBANN,Huntington Bancshares Incorporated,Major Banks,Finance,
1646,HBANO,Huntington Bancshares Incorporated,Major Banks,Finance,
1647,HURC,"Hurco Companies, Inc.",Industrial Machinery/Components,Capital Goods,$199.15M
1648,HURN,Huron Consulting Group Inc.,Professional Services,Consumer Services,$1.06B
1649,HCM,Hutchison China MediTech Limited,Major Pharmaceuticals,Health Care,$2.26B
1650,HBP,"Huttig Building Products, Inc.",RETAIL: Building Materials,Consumer Services,$62.13M
1651,HVBC,"HV Bancorp, Inc.",Major Banks,Finance,$27.49M
1652,HYMC,Hycroft Mining Holding Corporation,Precious Metals,Basic Industries,$518.65M
1653,HYMCW,Hycroft Mining Holding Corporation,Precious Metals,Basic Industries,
1654,HYRE,HyreCar Inc.,Rental/Leasing Companies,Consumer Services,$69M
1655,IIIV,"i3 Verticals, Inc.",Business Services,Miscellaneous,$803.14M
1656,IAC,IAC/InterActiveCorp,Other Specialty Stores,Consumer Services,$11.17B
1657,IBEX,IBEX Limited,EDP Services,Technology,$298.97M
1658,ICAD,icad inc.,Medical/Dental Instruments,Health Care,$234.27M
1659,IEP,Icahn Enterprises L.P.,Auto Parts:O.E.M.,Capital Goods,$11.12B
1660,ICCH,"ICC Holdings, Inc.",Property-Casualty Insurers,Finance,$38.33M
1661,ICFI,"ICF International, Inc.",Professional Services,Consumer Services,$1.29B
1662,ICHR,Ichor Holdings,Semiconductors,Technology,$617.57M
1663,ICLK,iClick Interactive Asia Group Limited,Computer Software: Prepackaged Software,Technology,$804.66M
1664,ICLR,ICON plc,Biotechnology: Commercial Physical & Biological Resarch,Health Care,$9.75B
1665,ICON,"Iconix Brand Group, Inc.",Shoe Manufacturing,Consumer Non-Durables,$10.24M
1666,ICUI,"ICU Medical, Inc.",Medical/Dental Instruments,Health Care,$4.01B
1667,IPWR,Ideal Power Inc.,Industrial Machinery/Components,Energy,$18.6M
1668,IDEX,"Ideanomics, Inc.",Television Services,Consumer Services,$299M
1669,IDYA,"IDEAYA Biosciences, Inc.",Major Pharmaceuticals,Health Care,$338.18M
1670,INVE,"Identiv, Inc.",Computer peripheral equipment,Technology,$91.43M
1671,IDRA,"Idera Pharmaceuticals, Inc.",Biotechnology: Biological Products (No Diagnostic Substances),Health Care,$79.2M
1672,IDXX,"IDEXX Laboratories, Inc.",Biotechnology: In Vitro & In Vivo Diagnostic Substances,Health Care,$32.66B
1673,IEC,IEC Electronics Corp.,Electrical Products,Technology,$87.59M
1674,IESC,"IES Holdings, Inc.",Engineering & Construction,Capital Goods,$619.67M
1675,IROQ,"IF Bancorp, Inc.",Savings Institutions,Finance,$52.75M
1676,IFMK,iFresh Inc.,Food Chains,Consumer Services,$22.92M
1677,IGMS,"IGM Biosciences, Inc.",Major Pharmaceuticals,Health Care,$1.39B
1678,IHRT,"iHeartMedia, Inc.",Broadcasting,Consumer Services,$633.23M
1679,INFO,IHS Markit Ltd.,"Computer Software: Programming, Data Processing",Technology,$32B
1680,IIVI,II-VI Incorporated,Electronic Components,Capital Goods,$4.33B
1681,IIVIP,II-VI Incorporated,Electronic Components,Capital Goods,
1682,IKNX,Ikonics Corporation,Industrial Machinery/Components,Miscellaneous,$6.42M
1683,ILMN,"Illumina, Inc.",Biotechnology: Laboratory Analytical Instruments,Capital Goods,$51.24B
1684,IMAB,I-MAB,Major Pharmaceuticals,Health Care,$1.75B
1685,IMAC,"IMAC Holdings, Inc.",Medical Specialities,Health Care,$13.02M
1686,IMACW,"IMAC Holdings, Inc.",Medical Specialities,Health Care,
1687,ISNS,"Image Sensing Systems, Inc.",Industrial Machinery/Components,Capital Goods,$20.28M
1688,IMRA,IMARA Inc.,Major Pharmaceuticals,Health Care,$446.8M
1689,IMBI,"iMedia Brands, Inc.",Catalog/Specialty Distribution,Consumer Services,$76.67M
1690,IMTX,Immatics N.V.,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,$633.49M
1691,IMTXW,Immatics N.V.,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,
1692,IMMR,Immersion Corporation,Computer peripheral equipment,Technology,$250.92M
1693,ICCC,ImmuCell Corporation,Biotechnology: In Vitro & In Vivo Diagnostic Substances,Health Care,$38.95M
1694,IMUX,"Immunic, Inc. ",Major Pharmaceuticals,Health Care,$298.76M
1695,IMGN,"ImmunoGen, Inc.",Major Pharmaceuticals,Health Care,$658.02M
1696,IMMU,"Immunomedics, Inc.",Biotechnology: In Vitro & In Vivo Diagnostic Substances,Health Care,$9.61B
1697,IMVT,"Immunovant, Inc. ",Biotechnology: Biological Products (No Diagnostic Substances),Health Care,$2.84B
1698,IMRN,Immuron Limited,Major Pharmaceuticals,Health Care,$51.76M
1699,IMRNW,Immuron Limited,Major Pharmaceuticals,Health Care,
1700,IMMP,Immutep Limited,Major Pharmaceuticals,Health Care,$52.49M
1701,PI,"Impinj, Inc.",Industrial Machinery/Components,Capital Goods,$533.44M
1702,IMV,IMV Inc.,Major Pharmaceuticals,Health Care,$275.23M
1703,NARI,"Inari Medical, Inc.",Medical/Dental Instruments,Health Care,$3.45B
1704,INCY,Incyte Corporation,Biotechnology: Commercial Physical & Biological Resarch,Health Care,$20.84B
1705,INDB,Independent Bank Corp.,Major Banks,Finance,$2.16B
1706,IBCP,Independent Bank Corporation,Major Banks,Finance,$328.43M
1707,IBTX,"Independent Bank Group, Inc",Major Banks,Finance,$2.04B
1708,ILPT,Industrial Logistics Properties Trust,Real Estate Investment Trusts,Consumer Services,$1.4B
1709,INFN,Infinera Corporation,Telecommunications Equipment,Public Utilities,$1.41B
1710,INFI,"Infinity Pharmaceuticals, Inc.",Major Pharmaceuticals,Health Care,$69.47M
1711,IFRX,InflaRx N.V.,,,$110.69M
1712,III,"Information Services Group, Inc.",Professional Services,Consumer Services,$107.22M
1713,IEA,"Infrastructure and Energy Alternatives, Inc.",Business Services,Finance,$114.28M
1714,IEAWW,"Infrastructure and Energy Alternatives, Inc.",Business Services,Finance,
1715,IMKTA,"Ingles Markets, Incorporated",Food Chains,Consumer Services,$847.87M
1716,INBX,"Inhibrx, Inc.",Biotechnology: Biological Products (No Diagnostic Substances),Health Care,$733.46M
1717,INMD,INMODE LTD.,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Health Care,$1.06B
1718,INMB,INmune Bio Inc.,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,$122.51M
1719,IPHA,Innate Pharma S.A.,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,$497.18M
1720,INWK,"InnerWorkings, Inc.",Business Services,Miscellaneous,$149.54M
1721,INOD,Innodata Inc.,EDP Services,Technology,$55.52M
1722,IOSP,Innospec Inc.,Major Chemicals,Basic Industries,$1.87B
1723,ISSC,"Innovative Solutions and Support, Inc.",EDP Services,Technology,$118.72M
1724,INVA,"Innoviva, Inc.",Major Pharmaceuticals,Health Care,$1.21B
1725,INGN,"Inogen, Inc",Industrial Specialties,Health Care,$658.67M
1726,INOV,"Inovalon Holdings, Inc.",EDP Services,Technology,$3.76B
1727,INO,"Inovio Pharmaceuticals, Inc.",Medical/Dental Instruments,Health Care,$2.11B
1728,INZY,"Inozyme Pharma, Inc.",Major Pharmaceuticals,Health Care,$647.91M
1729,INPX,Inpixon ,EDP Services,Technology,$53.67M
1730,INSG,Inseego Corp.,Telecommunications Equipment,Capital Goods,$1.06B
1731,NSIT,"Insight Enterprises, Inc.",Catalog/Specialty Distribution,Consumer Services,$2.05B
1732,ISIG,"Insignia Systems, Inc.",Advertising,Consumer Services,$9.25M
1733,INSM,"Insmed, Inc.",Major Pharmaceuticals,Health Care,$2.87B
1734,INSE,"Inspired Entertainment, Inc.",Computer Software: Prepackaged Software,Technology,$85.21M
1735,IIIN,"Insteel Industries, Inc.",Steel/Iron Ore,Capital Goods,$364.03M
1736,PODD,Insulet Corporation,Medical/Dental Instruments,Health Care,$14.3B
1737,INSU,Insurance Acquisition Corp.,Automotive Aftermarket,Consumer Durables,$250.32M
1738,INSUU,Insurance Acquisition Corp.,Automotive Aftermarket,Consumer Durables,
1739,INSUW,Insurance Acquisition Corp.,Automotive Aftermarket,Consumer Durables,
1740,NTEC,Intec Pharma Ltd.,Major Pharmaceuticals,Health Care,$22.9M
1741,IART,Integra LifeSciences Holdings Corporation,Medical/Dental Instruments,Health Care,$3.97B
1742,IMTE,Integrated Media Technology Limited,Consumer Electronics/Appliances,Consumer Non-Durables,$12.31M
1743,INTC,Intel Corporation,Semiconductors,Technology,$210.23B
1744,NTLA,"Intellia Therapeutics, Inc.",Biotechnology: In Vitro & In Vivo Diagnostic Substances,Health Care,$1.22B
1745,IDN,"Intellicheck, Inc.",Computer Software: Prepackaged Software,Technology,$116.4M
1746,IPAR,"Inter Parfums, Inc.",Package Goods/Cosmetics,Consumer Non-Durables,$1.46B
1747,IBKR,"Interactive Brokers Group, Inc.",Investment Bankers/Brokers/Service,Finance,$21.59B
1748,ICPT,"Intercept Pharmaceuticals, Inc.",Major Pharmaceuticals,Health Care,$1.65B
1749,IDCC,"InterDigital, Inc.",Multi-Sector Companies,Miscellaneous,$1.93B
1750,TILE,"Interface, Inc.",Home Furnishings,Consumer Durables,$434.42M
1751,IBOC,International Bancshares Corporation,Major Banks,Finance,$2.08B
1752,IGIC,International General Insurance Holdings Ltd.,Specialty Insurers,Finance,$335.41M
1753,IGICW,International General Insurance Holdings Ltd.,Specialty Insurers,Finance,
1754,IMXI,"International Money Express, Inc.",Business Services,Miscellaneous,$677.07M
1755,IDXG,"Interpace Biosciences, Inc.",Medical/Dental Instruments,Health Care,$13.93M
1756,XENT,"Intersect ENT, Inc.",Medical/Dental Instruments,Health Care,$622.65M
1757,IPLDP,Interstate Power and Light Company,Power Generation,Public Utilities,
1758,IVAC,"Intevac, Inc.",Industrial Machinery/Components,Technology,$144.41M
1759,ITCI,Intra-Cellular Therapies Inc.,Major Pharmaceuticals,Health Care,$1.26B
1760,IIN,IntriCon Corporation,Electrical Products,Capital Goods,$112.57M
1761,INTU,Intuit Inc.,Computer Software: Prepackaged Software,Technology,$87.73B
1762,ISRG,"Intuitive Surgical, Inc.",Industrial Specialties,Health Care,$81.86B
1763,IVA,Inventiva S.A.,Major Pharmaceuticals,Health Care,$464.38M
1764,PLW,Invesco 1-30 Laddered Treasury ETF,,,
1765,ADRE,Invesco BLDRS Emerging Markets 50 ADR Index Fund,,,
1766,BSCK,Invesco BulletShares 2020 Corporate Bond ETF,,,
1767,BSJK,Invesco BulletShares 2020 High Yield Corporate Bond ETF,,,
1768,BSCL,Invesco BulletShares 2021 Corporate Bond ETF,,,
1769,BSJL,Invesco BulletShares 2021 High Yield Corporate Bond ETF,,,
1770,BSML,Invesco BulletShares 2021 Municipal Bond ETF,,,
1771,BSAE,Invesco BulletShares 2021 USD Emerging Markets Debt ETF,,,
1772,BSCM,Invesco BulletShares 2022 Corporate Bond ETF,,,
1773,BSJM,Invesco BulletShares 2022 High Yield Corporate Bond ETF,,,
1774,BSMM,Invesco BulletShares 2022 Municipal Bond ETF,,,
1775,BSBE,Invesco BulletShares 2022 USD Emerging Markets Debt ETF,,,
1776,BSCN,Invesco BulletShares 2023 Corporate Bond ETF,,,
1777,BSJN,Invesco BulletShares 2023 High Yield Corporate Bond ETF,,,
1778,BSMN,Invesco BulletShares 2023 Municipal Bond ETF,,,
1779,BSCE,Invesco BulletShares 2023 USD Emerging Markets Debt ETF,,,
1780,BSCO,Invesco BulletShares 2024 Corporate Bond ETF,,,
1781,BSJO,Invesco BulletShares 2024 High Yield Corporate Bond ETF,,,
1782,BSMO,Invesco BulletShares 2024 Municipal Bond ETF,,,
1783,BSDE,Invesco BulletShares 2024 USD Emerging Markets Debt ETF,,,
1784,BSCP,Invesco BulletShares 2025 Corporate Bond ETF,,,
1785,BSJP,Invesco BulletShares 2025 High Yield Corporate Bond ETF,,,
1786,BSMP,Invesco BulletShares 2025 Municipal Bond ETF,,,
1787,BSCQ,Invesco BulletShares 2026 Corporate Bond ETF,,,
1788,BSJQ,Invesco BulletShares 2026 High Yield Corporate Bond ETF,,,
1789,BSMQ,Invesco BulletShares 2026 Municipal Bond ETF,,,
1790,BSCR,Invesco BulletShares 2027 Corporate Bond ETF,,,
1791,BSJR,Invesco BulletShares 2027 High Yield Corporate Bond ETF,,,
1792,BSMR,Invesco BulletShares 2027 Municipal Bond ETF,,,
1793,BSCS,Invesco BulletShares 2028 Corporate Bond ETF,,,
1794,BSMS,Invesco BulletShares 2028 Municipal Bond ETF,,,
1795,BSCT,Invesco BulletShares 2029 Corporate Bond ETF,,,
1796,BSMT,Invesco BulletShares 2029 Municipal Bond ETF,,,
1797,PKW,Invesco BuyBack Achievers ETF,,,
1798,PFM,Invesco Dividend Achievers ETF,,,
1799,PYZ,Invesco DWA Basic Materials Momentum ETF,,,
1800,PEZ,Invesco DWA Consumer Cyclicals Momentum ETF,,,
1801,PSL,Invesco DWA Consumer Staples Momentum ETF,,,
1802,PIZ,Invesco DWA Developed Markets Momentum ETF,,,
1803,PIE,Invesco DWA Emerging Markets Momentum ETF,,,
1804,PXI,Invesco DWA Energy Momentum ETF,,,
1805,PFI,Invesco DWA Financial Momentum ETF,,,
1806,PTH,Invesco DWA Healthcare Momentum ETF,,,
1807,PRN,Invesco DWA Industrials Momentum ETF,,,
1808,PDP,Invesco DWA Momentum ETF,,,
1809,DWAS,Invesco DWA SmallCap Momentum ETF,,,
1810,PTF,Invesco DWA Technology Momentum ETF,,,
1811,PUI,Invesco DWA Utilities Momentum ETF,,,
1812,IDLB,Invesco FTSE International Low Beta Equal Weight ETF,,,
1813,PRFZ,Invesco FTSE RAFI US 1500 Small-Mid ETF,,,
1814,PIO,Invesco Global Water ETF,,,
1815,PGJ,Invesco Golden Dragon China ETF,,,
1816,PEY,Invesco High Yield Equity Dividend Achievers ETF,,,
1817,IPKW,Invesco International BuyBack Achievers ETF,,,
1818,PID,Invesco International Dividend Achievers ETF,,,
1819,KBWB,Invesco KBW Bank ETF,,,
1820,KBWD,Invesco KBW High Dividend Yield Financial ETF,,,
1821,KBWY,Invesco KBW Premium Yield Equity REIT ETF,,,
1822,KBWP,Invesco KBW Property & Casualty Insurance ETF,,,
1823,KBWR,Invesco KBW Regional Banking ETF,,,
1824,PNQI,Invesco Nasdaq Internet ETF,,,
1825,PDBC,Invesco Optimum Yield Diversified Commodity Strategy No K-1 ET,,,
1826,QQQ,"Invesco QQQ Trust, Series 1",,,
1827,ISDX,Invesco RAFI Strategic Developed ex-US ETF,,,
1828,ISEM,Invesco RAFI Strategic Emerging Markets ETF,,,
1829,IUS,Invesco RAFI Strategic US ETF,,,
1830,IUSS,Invesco RAFI Strategic US Small Company ETF,,,
1831,USLB,Invesco Russell 1000 Low Beta Equal Weight ETF,,,
1832,PSCD,Invesco S&P SmallCap Consumer Discretionary ETF,,,
1833,PSCC,Invesco S&P SmallCap Consumer Staples ETF,,,
1834,PSCE,Invesco S&P SmallCap Energy ETF,,,
1835,PSCF,Invesco S&P SmallCap Financials ETF,,,
1836,PSCH,Invesco S&P SmallCap Health Care ETF,,,
1837,PSCI,Invesco S&P SmallCap Industrials ETF,,,
1838,PSCT,Invesco S&P SmallCap Information Technology ETF,,,
1839,PSCM,Invesco S&P SmallCap Materials ETF,,,
1840,PSCU,Invesco S&P SmallCap Utilities & Communication Services ETF,,,
1841,VRIG,Invesco Variable Rate Investment Grade ETF,,,
1842,PHO,Invesco Water Resources ETF,,,
1843,ISTR,Investar Holding Corporation,Major Banks,Finance,$150.47M
1844,CMFNL,"Investcorp Credit Management BDC, Inc.",,,
1845,ICMB,"Investcorp Credit Management BDC, Inc.",,,$48.04M
1846,ISBC,"Investors Bancorp, Inc.",Major Banks,Finance,$1.96B
1847,ITIC,Investors Title Company,Specialty Insurers,Finance,$260.62M
1848,NVIV,InVivo Therapeutics Holdings Corp.,Medical/Dental Instruments,Health Care,$6.98M
1849,IONS,"Ionis Pharmaceuticals, Inc.",Major Pharmaceuticals,Health Care,$7.39B
1850,IOVA,"Iovance Biotherapeutics, Inc.",Biotechnology: Biological Products (No Diagnostic Substances),Health Care,$4.18B
1851,IPGP,IPG Photonics Corporation,Semiconductors,Technology,$8.13B
1852,CLRG,IQ Chaikin U.S. Large Cap ETF,,,
1853,CSML,IQ Chaikin U.S. Small Cap ETF,,,
1854,IQ,"iQIYI, Inc.",Consumer Electronics/Video Chains,Consumer Services,$14.4B
1855,IRMD,iRadimed Corporation,Medical/Dental Instruments,Health Care,$267.1M
1856,IRTC,"iRhythm Technologies, Inc.",Medical/Dental Instruments,Health Care,$5.89B
1857,IRIX,IRIDEX Corporation,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Health Care,$29.16M
1858,IRDM,Iridium Communications Inc,Telecommunications Equipment,Capital Goods,$3.79B
1859,IRBT,iRobot Corporation,Consumer Electronics/Appliances,Consumer Durables,$2.09B
1860,IRWD,"Ironwood Pharmaceuticals, Inc.",Major Pharmaceuticals,Health Care,$1.69B
1861,IRCP,IRSA Propiedades Comerciales S.A.,Building operators,Consumer Services,$248.25M
1862,SLQD,iShares 0-5 Year Investment Grade Corporate Bond ETF,,,
1863,ISHG,iShares 1-3 Year International Treasury Bond ETF,,,
1864,SHY,iShares 1-3 Year Treasury Bond ETF,,,
1865,TLT,iShares 20+ Year Treasury Bond ETF,,,
1866,IEI,iShares 3-7 Year Treasury Bond ETF,,,
1867,IEF,iShares 7-10 Year Treasury Bond ETF,,,
1868,AIA,iShares Asia 50 ETF,,,
1869,USIG,iShares Broad USD Investment Grade Corporate Bond ETF,,,
1870,COMT,iShares Commodities Select Strategy ETF,,,
1871,ISTB,iShares Core 1-5 Year USD Bond ETF,,,
1872,IXUS,iShares Core MSCI Total International Stock ETF,,,
1873,IUSG,iShares Core S&P U.S. Growth ETF,,,
1874,IUSV,iShares Core S&P U.S. Value ETF,,,
1875,IUSB,iShares Core Total USD Bond Market ETF,,,
1876,HEWG,iShares Currency Hedged MSCI Germany ETF,,,
1877,DMXF,iShares ESG Advanced MSCI EAFE ETF,,,
1878,USXF,iShares ESG Advanced MSCI USA ETF,,,
1879,SUSB,iShares ESG Aware 1-5 Year USD Corporate Bond ETF,,,
1880,ESGD,iShares ESG Aware MSCI EAFE ETF,,,
1881,ESGE,iShares ESG Aware MSCI EM ETF,,,
1882,ESGU,iShares ESG Aware MSCI USA ETF,,,
1883,SUSC,iShares ESG Aware USD Corporate Bond ETF,,,
1884,LDEM,iShares ESG MSCI EM Leaders ETF,,,
1885,SUSL,iShares ESG MSCI USA Leaders ETF,,,
1886,XT,iShares Exponential Technologies ETF,,,
1887,FALN,iShares Fallen Angels USD Bond ETF,,,
1888,IFGL,iShares FTSE EPRA/NAREIT Global Real Estate ex-U.S. Index Fund,,,
1889,BGRN,iShares Global Green Bond ETF,,,
1890,IGF,iShares Global Infrastructure ETF,,,
1891,GNMA,iShares GNMA Bond ETF,,,
1892,IBTA,iShares iBonds Dec 2021 Term Treasury ETF,,,
1893,IBTB,iShares iBonds Dec 2022 Term Treasury ETF,,,
1894,IBTD,iShares iBonds Dec 2023 Term Treasury ETF,,,
1895,IBTE,iShares iBonds Dec 2024 Term Treasury ETF,,,
1896,IBTF,iShares iBonds Dec 2025 Term Treasury ETF,,,
1897,IBTG,iShares iBonds Dec 2026 Term Treasury ETF,,,
1898,IBTH,iShares iBonds Dec 2027 Term Treasury ETF,,,
1899,IBTI,iShares iBonds Dec 2028 Term Treasury ETF,,,
1900,IBTJ,iShares iBonds Dec 2029 Term Treasury ETF,,,
1901,IBTK,iShares iBonds Dec 2030 Term Treasury ETF,,,
1902,HYXE,iShares iBoxx $ High Yield ex Oil & Gas Corporate Bond ETF,,,
1903,IGIB,iShares Intermediate-Term Corporate Bond ETF,,,
1904,IGOV,iShares International Treasury Bond ETF,,,
1905,EMB,iShares J.P. Morgan USD Emerging Markets Bond ETF,,,
1906,MBB,iShares MBS ETF,,,
1907,JKI,iShares Morningstar Mid-Cap ETF,,,
1908,ACWX,iShares MSCI ACWI ex US Index Fund,,,
1909,ACWI,iShares MSCI ACWI Index Fund,,,
1910,AAXJ,iShares MSCI All Country Asia ex Japan Index Fund,,,
1911,EWZS,iShares MSCI Brazil Small-Cap ETF,,,
1912,MCHI,iShares MSCI China ETF,,,
1913,SCZ,iShares MSCI EAFE Small-Cap ETF,,,
1914,EEMA,iShares MSCI Emerging Markets Asia ETF,,,
1915,EMXC,iShares MSCI Emerging Markets ex China ETF,,,
1916,EUFN,iShares MSCI Europe Financials Sector Index Fund,,,
1917,IEUS,iShares MSCI Europe Small-Cap ETF,,,
1918,RING,iShares MSCI Global Gold Miners ETF,,,
1919,SDG,iShares MSCI Global Impact ETF,,,
1920,EWJE,iShares MSCI Japan Equal Weighted ETF,,,
1921,EWJV,iShares MSCI Japan Value ETF,,,
1922,ENZL,iShares MSCI New Zealand ETF,,,
1923,QAT,iShares MSCI Qatar ETF,,,
1924,TUR,iShares MSCI Turkey ETF,,,
1925,UAE,iShares MSCI UAE ETF,,,
1926,IBB,iShares Nasdaq Biotechnology Index Fund,,,
1927,SOXX,iShares PHLX SOX Semiconductor Sector Index Fund,,,
1928,PFF,iShares Preferred and Income Securities ETF,,,
1929,AMCA,iShares Russell 1000 Pure U.S. Revenue ETF,,,
1930,EMIF,iShares S&P Emerging Markets Infrastructure Index Fund,,,
1931,ICLN,iShares S&P Global Clean Energy Index Fund,,,
1932,WOOD,iShares S&P Global Timber & Forestry Index Fund,,,
1933,INDY,iShares S&P India Nifty 50 Index Fund,,,
1934,IJT,iShares S&P Small-Cap 600 Growth ETF,,,
1935,DVY,iShares Select Dividend ETF,,,
1936,SHV,iShares Short Treasury Bond ETF,,,
1937,IGSB,iShares Short-Term Corporate Bond ETF,,,
1938,ITMR,Itamar Medical Ltd.,Medical/Dental Instruments,Health Care,$293.58M
1939,ITOS,"iTeos Therapeutics, Inc.",Biotechnology: Biological Products (No Diagnostic Substances),Health Care,$979.64M
1940,ITI,"Iteris, Inc.",Telecommunications Equipment,Capital Goods,$196.03M
1941,ITRM,Iterum Therapeutics plc,Major Pharmaceuticals,Health Care,$15.21M
1942,ITRI,"Itron, Inc.",Electrical Products,Capital Goods,$2.53B
1943,ITRN,Ituran Location and Control Ltd.,Electronic Components,Technology,$338.52M
1944,ISEE,"IVERIC bio, Inc.",Major Pharmaceuticals,Health Care,$409.92M
1945,IZEA,"IZEA Worldwide, Inc.",Advertising,Consumer Services,$58.1M
1946,JJSF,J & J Snack Foods Corp.,Specialty Foods,Consumer Non-Durables,$2.56B
1947,MAYS,"J. W. Mays, Inc.",Building operators,Consumer Services,$39.27M
1948,JBHT,"J.B. Hunt Transport Services, Inc.",Trucking Freight/Courier Services,Transportation,$14.87B
1949,JCOM,"j2 Global, Inc.",Telecommunications Equipment,Technology,$3.48B
1950,JKHY,"Jack Henry & Associates, Inc.",EDP Services,Technology,$12.75B
1951,JACK,Jack In The Box Inc.,Restaurants,Consumer Services,$1.9B
1952,JAGX,"Jaguar Health, Inc.",Major Pharmaceuticals,Health Care,$17.24M
1953,JAKK,"JAKKS Pacific, Inc.",Recreational Products/Toys,Consumer Non-Durables,$20.33M
1954,JRVR,"James River Group Holdings, Ltd.",Property-Casualty Insurers,Finance,$1.53B
1955,JAMF,Jamf Holding Corp.,Computer Software: Prepackaged Software,Technology,$4.48B
1956,JAN,JanOne Inc.,Home Furnishings,Consumer Services,$14.67M
1957,JSML,Janus Henderson Small Cap Growth Alpha ETF,,,
1958,JSMD,Janus Henderson Small/Mid Cap Growth Alpha ETF,,,
1959,JAZZ,Jazz Pharmaceuticals plc,Major Pharmaceuticals,Health Care,$6.85B
1960,JD,"JD.com, Inc.",Other Specialty Stores,Consumer Services,$122.81B
1961,JRSH,"Jerash Holdings (US), Inc.",Apparel,Consumer Non-Durables,$53.45M
1962,JBLU,JetBlue Airways Corporation,Air Freight/Delivery Services,Transportation,$3.1B
1963,JCTCF,Jewett-Cameron Trading Company,RETAIL: Building Materials,Consumer Services,$26.11M
1964,JFIN,Jiayin Group Inc.,Finance: Consumer Services,Finance,$194.49M
1965,JMPNL,JMP Group LLC,Investment Bankers/Brokers/Service,Finance,
1966,JMPNZ,JMP Group LLC,Investment Bankers/Brokers/Service,Finance,
1967,JBSS,"John B. Sanfilippo & Son, Inc.",Specialty Foods,Consumer Non-Durables,$944.06M
1968,JOUT,Johnson Outdoors Inc.,Recreational Products/Toys,Consumer Non-Durables,$847.73M
1969,JNCE,"Jounce Therapeutics, Inc.",Biotechnology: Biological Products (No Diagnostic Substances),Health Care,$177.15M
1970,YY,JOYY Inc.,EDP Services,Technology,$7.62B
1971,KALU,Kaiser Aluminum Corporation,Metal Fabrications,Capital Goods,$1.05B
1972,KXIN,Kaixin Auto Holdings,Automotive Aftermarket,Consumer Durables,$58.86M
1973,KALA,"Kala Pharmaceuticals, Inc.",Major Pharmaceuticals,Health Care,$517.99M
1974,KLDO,"Kaleido Biosciences, Inc.",Biotechnology: Biological Products (No Diagnostic Substances),Health Care,$288.64M
1975,KALV,"KalVista Pharmaceuticals, Inc.",Major Pharmaceuticals,Health Care,$228.98M
1976,KMDA,Kamada Ltd.,Major Pharmaceuticals,Health Care,$495.11M
1977,KNDI,"Kandi Technologies Group, Inc.",Auto Manufacturing,Capital Goods,$364.19M
1978,KRTX,"Karuna Therapeutics, Inc.",Major Pharmaceuticals,Health Care,$2.24B
1979,KPTI,Karyopharm Therapeutics Inc.,Major Pharmaceuticals,Health Care,$1.07B
1980,KZIA,Kazia Therapeutics Limited,Major Pharmaceuticals,Health Care,$54.13M
1981,KBLM,KBL Merger Corp. IV,Business Services,Finance,$59.86M
1982,KBLMR,KBL Merger Corp. IV,Business Services,Finance,
1983,KBLMU,KBL Merger Corp. IV,Business Services,Finance,
1984,KBLMW,KBL Merger Corp. IV,Business Services,Finance,
1985,KBSF,KBS Fashion Group Limited,Apparel,Consumer Non-Durables,$5.44M
1986,KRNY,Kearny Financial,Savings Institutions,Finance,$715.24M
1987,KELYA,"Kelly Services, Inc.",Professional Services,Technology,$769.47M
1988,KELYB,"Kelly Services, Inc.",Professional Services,Technology,$1.38B
1989,KFFB,Kentucky First Federal Bancorp,Savings Institutions,Finance,$51M
